	index	oldIndex	journal	title	text	year	lang	type	region	PMID	url	key	contentId
1418	1418	184	World neurosurgery: X	A Case of Cisternal Pilocytic Astrocytoma Diagnosed with the Balanced Steady-State Free Precession Sequence for Magnetic Resonance Imaging: A Rare Cause of Subarachnoid Hemorrhage.	Despite being extremely rare, a small cisternal lesion should be considered as a cause of SAH of unknown etiology. The bSSFP sequence may be useful for detecting cisternal lesions that may be missed on the routine MRI sequences.	2019	eng	Case Reports	United States	31251309	https://www.ncbi.nlm.nih.gov/pubmed/31251309	headache	1768072794787289517
1419	1419	209	EClinicalMedicine	Therapeutic Vaccination Refocuses T-cell Responses Towards Conserved Regions of HIV-1 in Early Treated Individuals (BCN 01 study).	Evidence Before this Study: T cells play an important role in the control of HIV infection and may be particularly useful for HIV-1 cure by killing cells with reactivated HIV-1. Evidence is emerging that not all T-cell responses are protective and mainly only those targeting conserved regions of HIV-1 proteins are effective, but typically immunologically subdominant, while those recognizing hypervariable, easy-to-escape immunodominant 'decoys' do not control viremia and do not protect from a loss of CD4 T cells. We pioneered a vaccine strategy focusing T-cell responses on the most conserved regions of the HIV-1 proteome using an immunogen designated HIVconsv. T cells elicited by the HIVconsv vaccines in HIV-uninfected UK and Kenyan adults inhibited in vitro replication of HIV-1 isolates from 4 major global clades A, B, C and D.Added Value of this Study: The present study demonstrated the concept that epitopes subdominant in natural infection, when taken out of the context of the whole HIV-1 proteome and presented to the immune system by a potent simian adenovirus prime-poxvirus MVA boost regimen, can induce strong responses in patients on antiretroviral treatment and efficiently refocus HIV-1-specific T-cells to the protective epitopes delivered by the vaccine.Implications of all the Available Evidence: Nearly all HIV-1 vaccine strategies currently emphasize induction of broadly neutralizing Abs. The HIVconsv vaccine is one of a very few approaches focussing exclusively on elicitation of T cells and, therefore, can complement antibody induction for better prevention and cure. Given the cross-clade reach on the HIVconsv immunogen design, if efficient, the HIVconsv vaccines could be deployed globally. Effective vaccines will likely be a necessary component in combination with other available preventive measures for halting the HIV-1/AIDS epidemic.	2019	eng	Journal Article	England	31312806	https://www.ncbi.nlm.nih.gov/pubmed/31312806	vaccine	2809702925357288303
1420	1420	698	Psychology research and behavior management	Relation of personality factors and life events to waist/height ratio and percentage of visceral fat in women and men.	Significant associations between live events, personality traits, and body anthropometric measures were recognized. The differences were recognized between women and men. Outcomes propose some promising tools by which personality factors may influence overweight and obesity.	2019	eng	Journal Article	New Zealand	31308771	https://www.ncbi.nlm.nih.gov/pubmed/31308771	obesity	6737022915341644067
1421	1421	479	The American journal of sports medicine	Anterior and Rotational Knee Laxity Does Not Affect Patient-Reported Knee Function 2 Years After Anterior Cruciate Ligament Reconstruction.	Neither the presence of IKDC A versus B pivot-shift nor increased anterior tibial translation of up to 6 mm is associated with clinically relevant decreases in PROs 2 years after ACL reconstruction.	2019	eng	Journal Article	United States	31307221	https://www.ncbi.nlm.nih.gov/pubmed/31307221	smoking	-7342604649736473979
1422	1422	359	Immunology and allergy clinics of North America	Rhinovirus and Asthma Exacerbations.	Rhinovirus (RV) is ubiquitous and typically causes only minor upper respiratory symptoms. However, especially in children and adolescent asthmatics, RV is responsible for most exacerbations. This ability of RV to drive exacerbations typically requires the concomitant presence of exposure to a bystander allergen. Susceptibility to RV-mediated exacerbations is also related to the genetic background of the host, which contributes to greater infectivity, more severe infections, altered immune responses, and to greater inflammation and loss of asthma control. Given these responses, there are several treatments available or being developed that should improve the control of exacerbations related to RV infection.	2019	eng	Review	United States	31284924	https://www.ncbi.nlm.nih.gov/pubmed/31284924	asthma	-4336877432539963613
1423	1423	598	Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco	Genome-Wide Meta-Analyses of FTND and TTFC Phenotypes.	Understanding the genetic architecture of cigarette smoking and ND is critical to develop effective prevention and treatment. Our study identified novel candidates and biological pathways involved in FTND and TTFC phenotypes, and this will facilitate further investigation of these candidates and pathways.	2019	eng	Journal Article	England	31294817	https://www.ncbi.nlm.nih.gov/pubmed/31294817	smoking	-8863047175241170722
1424	1424	160	The lancet. HIV	Advanced HIV: diagnosis, treatment, and prevention.	Substantial progress has been made this century in bringing millions of people living with HIV into care, but progress for early HIV diagnosis has stalled. Individuals first diagnosed with advanced HIV have higher rates of mortality than those diagnosed at an earlier stage even after starting antiretroviral therapy (ART), resulting in substantial costs to health systems. Diagnosis of these individuals is hindered because many patients are asymptomatic, despite being severely immunosuppressed. Baseline CD4 counts and screening for opportunistic infections, such as tuberculosis and cryptococcus, is crucial because of the high mortality associated with these co-infections. Individuals with advanced HIV should have rapid ART initiation (except when found to have symptoms, signs, or a diagnosis of cryptococcal meningitis) and those in treatment failure should switch treatment. Overcoming barriers to testing and adherence through the development of differentiated care models and providing psychosocial support will be key in reaching populations at high risk of presenting with advanced HIV.	2019	eng	Review	Netherlands	31285181	https://www.ncbi.nlm.nih.gov/pubmed/31285181	tuberculosis	-601952361752157430
1425	1425	57	World journal of hepatology	Efficacy of long-term rifaximin treatment for hepatic encephalopathy in the Japanese.	Rifaximin therapy improves overt HE. The long-term use of rifaximin in the Japanese is effective and safe.	2019	eng	Journal Article	United States	31293721	https://www.ncbi.nlm.nih.gov/pubmed/31293721	Diarrhea	-2402157201203242566
1426	1426	154	Journal of public health in Africa	Potential benefits and harms of the use of UV radiation in transmission of tuberculosis in South African health facilities.	The incidence and prevalence of transmitted 	2019	eng	Journal Article	Italy	31285811	https://www.ncbi.nlm.nih.gov/pubmed/31285811	tuberculosis	7127997889533450554
1427	1427	294	FASEB journal : official publication of the Federation of American Societies for Experimental Biology	Misfolded proinsulin impairs processing of precursor of insulin receptor and insulin signaling in β cells.	Insulin resistance in classic insulin-responsive tissues is a hallmark of type 2 diabetes (T2D). However, the pathologic significance of β-cell insulin resistance and the underlying mechanisms contributing to defective insulin signaling in β cells remain largely unknown. Emerging evidence indicates that proinsulin misfolding is not only the molecular basis of mutant 	2019	eng	Journal Article	United States	31311313	https://www.ncbi.nlm.nih.gov/pubmed/31311313	diabetes	-8879983698341300928
