 	Primary Angioplasty: Efficacy and Outcomes	Internationally ischaemic heart disease (IHD) is the single most common cause of death, and its frequency is increasing. The relative incidences of ST-elevation myocardial infarction (STEMI) and non-ST-elevation myocardial infarction (NSTEMI) are decreasing and increasing, respectively. In European countries, the incidence rate for STEMI ranges from 43 to 144 per 100,000 population per year. Similarly, the reported adjusted incidence rates from the USA decreased from 133 per 100,000 in 1999 to 50 per 100,000 in 2008, whereas the incidence of NSTEMI remained constant or increased slightly. STEMI is more common in younger than in older people and is more common in men than in women.	2019	eng	Review	 	31314430	https://www.ncbi.nlm.nih.gov/pubmed/31314430	heart+disease
Current cardiology reports	The Onco-cardiologist Dilemma: to Implant, to Defer, or to Avoid Transcatheter Aortic Valve Replacement in Cancer Patients with Aortic Stenosis?	Patients with cancer in remission or with a favorable prognosis should be treated according to current cardiovascular guidelines. In these patients, aortic valve replacement can be performed either by surgery or transcatheter. Significant challenges arise in patients with active cancer, especially those receiving anti-cancer treatment. Recent data suggests that these patients can be offered aortic valve replacement, with a trend of favoring the transcatheter route in order to minimize perioperative risk and complications associated with major surgery. Patients with advanced cancer and severe aortic stenosis should be offered palliative care and can benefit from aortic balloon valvuloplasty if indicated. Modern cancer treatments associated with improved long-term prognosis may allow the appropriate cure of aortic stenosis. We discuss the protocol, outcomes, and evolving recommendations of aortic valve replacement in cancer patients with aortic stenosis.	2019	eng	Review	United States	31286273	https://www.ncbi.nlm.nih.gov/pubmed/31286273	heart+disease
CASE (Philadelphia, Pa.)	Noninvasive Bedside Vasodilator Testing Using Echocardiography.	 	2019	eng	Case Reports	United States	31286093	https://www.ncbi.nlm.nih.gov/pubmed/31286093	heart+disease
HeartRhythm case reports	Ivabradine for treatment of tachyarrhythmias in children and young adults.	 	2019	eng	Case Reports	United States	31285993	https://www.ncbi.nlm.nih.gov/pubmed/31285993	heart+disease
Cost effectiveness and resource allocation : C/E	Cost-effectiveness analysis of newborn pulse oximetry screening to detect critical congenital heart disease in Colombia.	At current rates and from the perspective of society, newborn pulse oximetry screening at 24 h in addition to physical examination, and considering a time horizon of 1 week, is a cost-effective strategy in the early diagnosis of CCHDs in Colombia.	2019	eng	Journal Article	England	31285695	https://www.ncbi.nlm.nih.gov/pubmed/31285695	heart+disease
The European respiratory journal	CV safety of nintedanib in subgroups by CV risk at baseline in the TOMORROW and INPULSIS trials.	Nintedanib is a tyrosine kinase inhibitor used to treat idiopathic pulmonary fibrosis (IPF). We investigated the cardiovascular (CV) safety of nintedanib using pooled data from the TOMORROW and INPULSIS® trials.CV events were assessed 	2019	eng	Journal Article	England	31285303	https://www.ncbi.nlm.nih.gov/pubmed/31285303	heart+disease
Journal of cardiovascular pharmacology and therapeutics	Oral Anticoagulants in Patients With Atrial Fibrillation and End-Stage Renal Disease.	The role of oral anticoagulants (OAC) in atrial fibrillation (AF) is well established. However, none of the randomized controlled trials included patients with end-stage renal disease (ESRD) leaving a lack of evidence in this large, challenging and unique patient group. Patients on hemodialysis (HD) with AF have additional risk factors for stroke due to vascular comorbidities, HD treatment, age, and diabetes. Conversely, they are also at increased risk of major bleeding due to uremic platelet impairment. Anticoagulants increase bleeding risk in patients with ESRD and HD up to 10-fold compared with non chronic kidney disease (CKD) patients on warfarin. There are conflicting data and recommendations regarding use of OACs in ESRD which will be reviewed in this article. We conclude by proposing a modified strategy for OAC use in ESRD based on the latest evidence.	2019	eng	Journal Article	United States	31284744	https://www.ncbi.nlm.nih.gov/pubmed/31284744	heart+disease
Circulation	Widespread Translational Control of Fibrosis in the Human Heart by RNA-Binding Proteins.	We reveal widespread translational effects of TGFβ1 and define novel post-transcriptional regulatory networks that control the fibroblast-to-myofibroblast transition. These networks are active in human heart disease and silencing of hub genes limits fibroblast activation. Our findings show the central importance of translational control in fibrosis and highlight novel pathogenic mechanisms in heart failure.	2019	eng	Journal Article	United States	31284728	https://www.ncbi.nlm.nih.gov/pubmed/31284728	heart+disease
Annals of internal medicine	Effects of Nutritional Supplements and Dietary Interventions on Cardiovascular Outcomes: An Umbrella Review and Evidence Map.	None.	2019	eng	Journal Article	United States	31284304	https://www.ncbi.nlm.nih.gov/pubmed/31284304	heart+disease
Journal of molecular endocrinology	FNDC5/Irisin counteracts lipotoxic-induced apoptosis in hypoxic H9c2 cells.	Irisin is a newly identified adipokine critical to modulate body metabolism, fatty acid metabolism and oxidative stress; recent evidence suggests a cardioprotective role in ischemic injury. Loss of cardiomyocytes during acute myocardial infarction is strongly associated with energetic changes and lipotoxic-induced apoptosis. Our aim was to study FNDC5/irisin potential protective role against hypoxia and lipotoxicity, both related with myocardial infarction environment. H9c2 cells were treated with palmitate and/or irisin in normoxic/hypoxic conditions. Cell viability and apoptosis were assessed by MTT assay and annexin V/PI staining. Immunoblotting was used to confirm apoptotic cascade regulation. Irisin counteracts lipotoxic-induced apoptosis in hypoxic cardiomyoblasts by activating Akt signalling pathway suggesting the potential therapeutic role of irisin in ischemic heart disease.	2019	eng	Journal Article	England	31284265	https://www.ncbi.nlm.nih.gov/pubmed/31284265	heart+disease
American heart journal	The Low Dose Colchicine after Myocardial Infarction (LoDoCo-MI) study: A pilot randomized placebo controlled trial of colchicine following acute myocardial infarction.	Treatment with low dose colchicine was safe and well tolerated, but was not associated with a significantly increased likelihood of achieving a CRP level <2 mg/L or lower absolute levels of CRP 30 days after an acute MI.	2019	eng	Journal Article	United States	31284074	https://www.ncbi.nlm.nih.gov/pubmed/31284074	heart+disease
Chinese medical journal	Endothelial function and T-lymphocyte subsets in patients with overlap syndrome of chronic obstructive pulmonary disease and obstructive sleep apnea.	The prevalence of hypertension and coronary heart disease was higher in patients with OS than in patients with either OSA or COPD alone. Patients with OS exhibited more severe vascular endothelial injury, stronger inflammatory response, and lower cellular immune function.	2019	eng	Journal Article	China	31283649	https://www.ncbi.nlm.nih.gov/pubmed/31283649	heart+disease
The journal of nursing research : JNR	Readiness for Behavior Change in Patients Living With Ischemic Heart Disease.	Patients are not adequately ready to change their health-related behaviors. Higher cardiovascular risk predicts higher readiness to change health behaviors.	2019	eng	Journal Article	China (Republic : 1949- )	31283634	https://www.ncbi.nlm.nih.gov/pubmed/31283634	heart+disease
International journal of evidence-based healthcare	Epidemiological analyses for preparation of Clinical Practice Guidelines related to acute coronary syndromes in the Czech Republic.	Coronary heart disease, sometimes also referred to as ischemic heart disease, remains the leading condition causing most deaths and disability-adjusted life years worldwide. Acute coronary syndrome (ACS) represents a subset that is defined by sudden reduction of blood supply in the coronary arteries. ACS consists of unstable angina, non-ST-segment elevation myocardial infarction (NSTEMI), and ST-segment elevation myocardial infarction (STEMI).The current short communication aims to provide current ACS prevalence and incidence data analysis to inform development of clinical practice guidelines in the Czech Republic.The Institute of Health Information and Statistics of the Czech Republic has provided the data that are collected by the National Health Information System with the National Register of Reimbursed Health Services as a primary source providing data for the period from 2015 to 2017.There has been a slight decrease in the number of hospitalized patients for ACS in the Czech Republic from 2015 to 2017. Sex difference remains large, with majority (two thirds) of those hospitalized for unstable angina, NSTEMI, or STEMI being men. Hospitalization with STEMI is reported in younger age with no sex difference compared with NSTEMI and unstable angina.	2019	eng	Journal Article	Australia	31283581	https://www.ncbi.nlm.nih.gov/pubmed/31283581	heart+disease
Issues in mental health nursing	Prevalence of Chronic Health Conditions in Australian Adults with Depression and/or Anxiety.	The association between psychotic illness and poor physical health is now clearly articulated in the literature. By contrast the impact of depression and/or anxiety on physical health is considerably less understood, despite depression being the leading cause of disability worldwide and is associated with significantly higher prevalence of physical comorbidities than found in the general population. An Australia national cross-sectional population-based survey was conducted to ascertain the prevalence of chronic physical health conditions in persons with, and without depression and/or anxiety, allowing for demographic characteristics and lifestyle factors. The telephone-based survey was conducted using trained interviewers. Survey questions included those eliciting information about demographics, health status, and health behaviours. Independent t-tests and chi square tests showed demographic, health behaviours, and physical illness differed between those with and without depression and/or anxiety. Heart disease, high blood pressure, stroke, cancer, arthritis, chronic neck and/or back pain, and asthma were significantly higher in participants diagnosed with depression and/or anxiety. Binary logistic regression showed the strongest predictor of chronic illness was having a diagnosis of depression and/or anxiety. Depression and anxiety present major health problems impacting a considerable proportion of the population. A greater understanding of the associated physical health issues should provide impetus to broaden the physical health and mental illness research agenda to include these diagnoses.	2019	eng	Journal Article	England	31283353	https://www.ncbi.nlm.nih.gov/pubmed/31283353	heart+disease
JAMA neurology	Association Between Idiopathic Intracranial Hypertension and Risk of Cardiovascular Diseases in Women in the United Kingdom.	Idiopathic intracranial hypertension in women appeared to be associated with a 2-fold increase in CVD risk; change in patient care to modify risk factors for CVD may reduce long-term morbidity for women with IIH and warrants further evaluation.	2019	eng	Journal Article	United States	31282950	https://www.ncbi.nlm.nih.gov/pubmed/31282950	heart+disease
Zhongguo yi xue ke xue yuan xue bao. Acta Academiae Medicinae Sinicae	[Prevalence and Metabolic Abnormalities of Fatty Liver Disease among Adults in Mianyang City,Sichuan Province].	Objective To understand the prevalence and metabolic abnormalities of fatty liver disease among adults in Mianyang City,Sichuan Province,and to analyze their influencing factors.Methods Totally 294 603 adults aged 18 years and older were enrolled by using a multi-stage stratified random sampling method in Mianyang City from November 1,2014 to September 30,2015.Fatty liver was diagnosed by abdominal ultrasound.The general demographic characteristics,smoking history,drinking history,and history of chronic disease were collected through questionnaires.Meanwhile,10 217 subjects were randomly selected for biochemical tests[fasting plasma gluose(FPG),triacylglycerol(TG),total cholesterol(TC),and alanine aminotransferase(ALT)].Results Of these 294 603 subjects,17 105(5.81%)had fatty liver.After having been age-adjusted based on the results of the sixth national census in 2010,the standardized prevalence was 5.32%.The prevalence was significantly higher in males(6.76%;standardized prevalence:7.24%)than in females(5.09%;standardized prevalence:4.08%)(	2019	chi	Journal Article	China	31282325	https://www.ncbi.nlm.nih.gov/pubmed/31282325	heart+disease
The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians	The outcome of structural heart defects diagnosed in the first trimester of pregnancy.	None	2019	eng	Journal Article	England	31282223	https://www.ncbi.nlm.nih.gov/pubmed/31282223	heart+disease
Congenital heart disease	Postoperative and short-term atrial tachyarrhythmia burdens after transcatheter vs surgical pulmonary valve replacement among congenital heart disease patients.	There was an increased risk of AT in the first 30 days following S-PVR compared to TC-PVR. Additional factors associated with risk of AT events after PVR were a history of AT, age at valve implantation, and severe right atrial enlargement.	2019	eng	Journal Article	United States	31282099	https://www.ncbi.nlm.nih.gov/pubmed/31282099	heart+disease
Congenital heart disease	More than the heart: Hepatic, renal, and cardiac dysfunction in adult Fontan patients.	In adults following Fontan palliation, systolic ventricular dysfunction and decreased oxygen saturation were associated with hepatic and renal dysfunction as assessed by elevated serum creatinine, MELD, and MELD-XI scores.	2019	eng	Journal Article	United States	31282062	https://www.ncbi.nlm.nih.gov/pubmed/31282062	heart+disease
Case reports in cardiology	A Rare Case of Takotsubo Syndrome and Acute Coronary Syndrome of the Right Coronary Artery.	Takotsubo syndrome (TTS) is an increasingly recognized heart disease that was initially regarded as a benign condition, but since has proven to cause irreversible myocardial damage, resembling that of acute coronary syndrome (ACS). The etiology of TTS is still uncertain but may be associated with catecholamine elevations during times of emotional or physical stress. Catecholamines are also understood to have prothrombotic properties, which could lead to ACS. With these similarities, differentiating these two pathologies can be difficult, especially when TTS and ACS occur simultaneously.	2019	eng	Case Reports	United States	31281681	https://www.ncbi.nlm.nih.gov/pubmed/31281681	heart+disease
Current cardiovascular imaging reports	Molecular Imaging in Ischemic Heart Disease.	This review summarizes the state of art of non-invasive molecular imaging of the myocardium during ischemia and after myocardial infarction using PET and MRI. We also describe the different contrast agents that have been developed to image the different phases of cardiac healing and the biological processes associated with each of those phases. Importantly, here we focus on imaging of inflammation as it is the key biological process that orchestrates clearance of dead cells, tissue remodeling, cardiac repair, and future outcome. We also focus on clinical translation of some of the novel contrast agents that have been tested in patients and discuss the need for larger, multi-center patient studies to fully validate the applicability of new imaging probes.	2019	eng	Review	United States	31281564	https://www.ncbi.nlm.nih.gov/pubmed/31281564	heart+disease
Experimental and therapeutic medicine	Clinical characteristics of patients with premature acute coronary syndrome and adverse cardiovascular events after PCI.	Few studies have compared the clinical manifestations of patients with premature acute coronary syndrome (ACS) and late-onset ACS as well as the adverse cardiovascular events following percutaneous coronary intervention (PCI). To investigate the clinicopathological characteristics of patients with premature ACS and adverse cardiovascular events following PCI, a total of 726 patients with ACS undergoing PCI were divided into two groups: A premature ACS group and a late-onset ACS group. Following discharge, all patients were followed-up for an average of 23.5±5.3 months. Clinical characteristics, Gensini scores, vascular lesions and adverse cardiovascular events were compared between the two groups. There were no significant differences in smoking, diabetes, ACS composition ratio, baseline treatment of coronary heart disease, high-density lipoprotein level and C-reactive protein levels between the two groups. Sex and hypertriglyceridemia were determined to be independent risk factors of premature ACS, while age, hypertension and a high Gensini score were independent risk factors for adverse cardiovascular events in patients with ACS following PCI. Furthermore, the prevalence of premature ACS was significantly higher in females. Although serum levels of fasting blood glucose, total cholesterol, triglycerides and low-density lipoprotein were also significantly higher in patients with premature ACS compared with patients with late-onset ACS, patients with premature ACS exhibited fewer vascular lesions compared with patients with late-onset ACS. Furthermore, the incidence of adverse cardiovascular events in patients with ACS following PCI did not differ significantly between premature and late-onset ACS groups. Taken together, these results suggest that female patients should be closely observed for early risk factors of premature ACS to prevent and reduce the occurrence of adverse cardiovascular events in patients with ACS following PCI.	2019	eng	Journal Article	Greece	31281455	https://www.ncbi.nlm.nih.gov/pubmed/31281455	heart+disease
Experimental and therapeutic medicine	Correlation between carotid intima-media roughness and cardiovascular risk factors.	Arterial intima-media roughness (IMR) may indicate an early manifestation of atherosclerosis. To date, few studies have been performed to quantitatively evaluate carotid IMR by ultrasonography (US). The aim of the present study was to analyze the effect of cardiovascular risk factors on carotid IMR. A total of 185 subjects were enrolled for US examination of carotid arteries. Carotid intima-media thickness (IMT) and IMR were measured in US images by a novel automatic software. According to the number of combined high-risk factors for coronary heart disease, subjects were assigned to four groups (risk groups 0, 1, 2 and 3+). IMR was lowest in risk group 0 (32.9±2.7 µm), higher in risk group 1 (64.5±6.9 µm; P<0.01 vs. risk group 0) and highest in risk groups 2 and 3+ (89.1±7.4 and 92.0±6.7 µm, respectively; P<0.01 vs. risk groups 0 and 1). According to a multivariate regression analysis, age, systolic blood pressure, smoking status and the triglyceride/high-density lipoprotein cholesterol ratio were significant predictors of IMR. There was a progressive increase in carotid artery plaque with increasing tertiles of IMR (4.9, 33.9 and 53.2% in tertiles 1, 2 and 3, respectively; P<0.05). Compared with that of subjects in the lowest tertile of IMR, those in the highest tertile had a significantly elevated risk of the presence of plaque in the carotid tree (odds ratio=10.61, 95%CI: 2.15-52.49, P=0.004). Quantification of carotid IMR from US images with this software is feasible, and carotid IMR, which may help estimate the extent of atherosclerosis, may be used as a complementary factor to stratify patients with cardiovascular risk factors.	2019	eng	Journal Article	Greece	31281436	https://www.ncbi.nlm.nih.gov/pubmed/31281436	heart+disease
Clinical nutrition (Edinburgh, Scotland)	Association between body adiposity index and coronary risk in the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil).	Higher BAI levels were found to be associated with a greater risk of developing CHD in both men and women of different ages participating in the ELSA-Brasil, suggesting that BAI may be a useful tool for screening for CHD risk in Brazilian adults.	2019	eng	Journal Article	England	31280886	https://www.ncbi.nlm.nih.gov/pubmed/31280886	heart+disease
Australian critical care : official journal of the Confederation of Australian Critical Care Nurses	Outcomes of a randomised pilot trial of a nurse-led clinic for patients after percutaneous coronary intervention.	Overall, findings suggest that nurse-led clinics may be valuable to reduce anxiety and act as a supportive measure in the early post-discharge period until commencement of a secondary prevention program. Further research with a more powered sample is needed to determine the significance of the findings.	2019	eng	Journal Article	Australia	31280772	https://www.ncbi.nlm.nih.gov/pubmed/31280772	heart+disease
Journal of cardiovascular pharmacology and therapeutics	Efficacy and Safety of Tolvaptan in Patients More Than 90 Years Old With Acute Heart Failure.	The efficacy and safety of tolvaptan in AHF patients aged more than 90 years were comparable to those of <90 years old. Tolvaptan provides a complementary therapeutic option for AHF patients aged more than 90 years.	2019	eng	Journal Article	United States	31280620	https://www.ncbi.nlm.nih.gov/pubmed/31280620	heart+disease
The Annals of pharmacotherapy	Comment: Managing Diabetes and Preventing Heart Disease: Have We Found a Safe and Effective Agent?	 	2019	eng	Journal Article	United States	31280591	https://www.ncbi.nlm.nih.gov/pubmed/31280591	heart+disease
The Israel Medical Association journal : IMAJ	Sex, Ethnicity, and Socioeconomic Status Affect on Israeli Pediatric Lipid Testing Despite Equality in National Healthcare Services.	We found that boys, Arab children, and those with low SES were less likely to be tested. Over time there was a gradual reduction in these disparities. Publicly sponsored healthcare services can diminish disparities in the provision of preventive health among diverse socioeconomic groups that comprise the national population.	2019	eng	Journal Article	Israel	31280503	https://www.ncbi.nlm.nih.gov/pubmed/31280503	heart+disease
Cancer causes & control : CCC	Patterns of comorbidities in women with breast cancer: a Canadian population-based study.	Women with breast cancer had a higher risk of developing new comorbidities than women without cancer. Development of coordinated care models to manage multiple chronic diseases among breast cancer patients is warranted.	2019	eng	Journal Article	Netherlands	31280456	https://www.ncbi.nlm.nih.gov/pubmed/31280456	heart+disease
European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery	Prediction of complications after paediatric cardiac surgery.	Postoperative complications of paediatric cardiac surgery can be predicted based on perioperative data using our synthetic minority oversampling technique-based XGBoost model before deleterious outcomes ensue.	2019	eng	Journal Article	Germany	31280308	https://www.ncbi.nlm.nih.gov/pubmed/31280308	heart+disease
European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery	Elastica degeneration and intimal hyperplasia lead to Contegra® conduit failure.	Regression of the elastic fibre network leads to rigidification of the conduit. In Contegra grafts, atherosclerosis-like changes can be considered the leading cause of graft stenosis and insufficiency. We conclude that both observed mechanisms lead to early reoperation in CHD patients.	2019	eng	Journal Article	Germany	31280306	https://www.ncbi.nlm.nih.gov/pubmed/31280306	heart+disease
European journal of public health	Women's excess unhealthy life years: disentangling the unhealthy life years gap.	Lower mortality and higher disability prevalence contributed to women's longer life expectancy with disability. Women's higher disability prevalence due to non-fatal disabling conditions was partly offset by lower disability from heart disease and accidents. Conditions differentially impact gender differences in ULY, depending on whether they are mainly life-threatening or disabling. The conclusions confirm the health-survival paradox.	2019	eng	Journal Article	England	31280299	https://www.ncbi.nlm.nih.gov/pubmed/31280299	heart+disease
European heart journal cardiovascular Imaging	Multicentre reference values for cardiac magnetic resonance imaging derived ventricular size and function for children aged 0-18 years.	We report volumetric SSFP CMR imaging reference values for children aged 0-18 years old in a relatively large multi-centre cohort. These references can be used in the follow-up of paediatric cardiac disease and for research purposes.	2019	eng	Journal Article	England	31280290	https://www.ncbi.nlm.nih.gov/pubmed/31280290	heart+disease
The Journal of surgical research	Feeding Outcomes in Neonates With Trisomy 21 and Duodenal Atresia.	Our data suggest that a correlation exists between trisomy 21, structural congenital heart anomalies, DA, and the eventual need for gastrostomy. These data should inform operative planning for this patient population.	2019	eng	Journal Article	United States	31279999	https://www.ncbi.nlm.nih.gov/pubmed/31279999	heart+disease
Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Are Preeclampsia and Adverse Obstetrical Outcomes Predictors of Cardiovascular Disease? - A Case-Control Study of Women With Heart Disease.	Among the adverse maternal conditions, there was more gestational hypertension in women with coronary artery disease. In this study, hypertensive disorders of pregnancy were the most important maternal risk factors for cardiovascular disease later in life and should be flagged early for close monitoring and/or intervention.	2019	eng	Journal Article	Netherlands	31279766	https://www.ncbi.nlm.nih.gov/pubmed/31279766	heart+disease
Journal of the American Society of Echocardiography : official publication of the American Society of Echocardiography	Global Left Ventricular Myocardial Work Efficiency in Healthy Individuals and Patients with Cardiovascular Disease.	While global LV myocardial work efficiency was similar in normal individuals and in those with CV risk factors, it was decreased in postinfarct and HFrEF patients. The global LV myocardial work efficiency values presented here show distinct patterns in different cardiac pathologies.	2019	eng	Journal Article	United States	31279618	https://www.ncbi.nlm.nih.gov/pubmed/31279618	heart+disease
Mayo Clinic proceedings	Burden of Valvular Heart Diseases in Hispanic/Latino Individuals in the United States: The Echocardiographic Study of Latinos.	Our data provide the first population-based estimates of the prevalence of valvular heart disease in Hispanic/Latinos. Valvular heart disease is fairly common in the Hispanic/Latino population and may constitute an important public health problem.	2019	eng	Journal Article	England	31279542	https://www.ncbi.nlm.nih.gov/pubmed/31279542	heart+disease
Mayo Clinic proceedings	Prognostic Importance and Predictors of Survival in Isolated Tricuspid Regurgitation: A Growing Problem.	Patients with isolated TR are frequently hospitalized for heart failure and experience excess mortality. Elevated right atrial pressure and renal dysfunction are associated with mortality. This poor outcome may have implications for timing of intervention.	2019	eng	Journal Article	England	31279540	https://www.ncbi.nlm.nih.gov/pubmed/31279540	heart+disease
Magnetic resonance imaging clinics of North America	The Prognostic Value of Late Gadolinium Enhancement in Nonischemic Heart Disease.	Late gadolinium enhancement (LGE) has become a standard clinical tool to evaluate myocardial fibrosis to define myocardial viability in the context of ischemic myocardial disease. More recently, LGE has also been used to characterize the presence and pattern of fibrosis in nonischemic cardiomyopathies. It yields unique and valuable diagnostic and prognostic insights for myriad nonischemic clinical indications and has become a key part of routine cardiac MR imaging, and a tool to guide treatment. This article reviews the technical aspects of LGE performance and its diagnostic and prognostic implications in nonischemic cardiomyopathy.	2019	eng	Review	United States	31279456	https://www.ncbi.nlm.nih.gov/pubmed/31279456	heart+disease
Magnetic resonance imaging clinics of North America	State-of-the-Art Quantitative Assessment of Myocardial Ischemia by Stress Perfusion Cardiac Magnetic Resonance.	Ischemic heart disease remains the foremost determinant of death and disability across the world. Quantification of the ischemia burden is currently the preferred approach to predict event risk and to trigger adequate treatment. Cardiac magnetic resonance (CMR) can be a prime protagonist in this scenario due to its synergistic features. It allows assessment of wall motility, myocardial perfusion, and tissue scar by means of late gadolinium enhancement imaging. We discuss the clinical and preclinical aspects of gadolinium-based, perfusion CMR imaging, including the relevance of high spatial resolution and 3-dimensional whole-heart coverage, among important features of this auspicious method.	2019	eng	Review	United States	31279452	https://www.ncbi.nlm.nih.gov/pubmed/31279452	heart+disease
Cardiology clinics	Diabetes/Kidney/Heart Disease.	 	2019	eng	Editorial	Netherlands	31279429	https://www.ncbi.nlm.nih.gov/pubmed/31279429	heart+disease
